pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct,causal_3_else
01057_6#01057_6_5,01057,01057_6,01057_6_5,A police force should be routinely armed.,"This is a small step, as police officers are routinely armed already in a variety of situations,",1,0.0001657881075516343,9.29028756218031e-05,0.99974125623703
01183_8#01183_8_3,01183,01183_8,01183_8_3,The US government should bailout US automakers (even with a low-interest loan).,US government should nationalize US automakers,1,0.008946145884692669,0.0006584211369045079,0.9903954863548279
00062_4#00062_4_8,00062,00062_4,00062_4_8,Countries should change their official currency to the U.S. dollar.,Dollarization shows commitment to renouncing currency devaluations,1,0.9965553283691406,0.001502517145127058,0.0019421294564381242
00062_4#00062_4_9,00062,00062_4,00062_4_9,Countries should change their official currency to the U.S. dollar.,Even unofficial dollarization increases the stability of a countrys bank system,1,0.6428638100624084,0.0008467984152957797,0.3562892973423004
00090_3#00090_3_3,00090,00090_3,00090_3_3,Society should ban or restrict the sale and use of violent video games.,Video games may be an important source of popularity among youth today:,-1,0.04520689696073532,5.724905349779874e-05,0.9547358751296997
00168_2#00168_2_2,00168,00168_2,00168_2_2,"Coca leaf growth, product-development, and chewing should be legal.","Coca chewing for cultural, not medical, reasons is unjust.",-1,0.0006846731994301081,1.0545298209763132e-05,0.9993047714233398
00285_20#00285_20_2,00285,00285_20,00285_20_2,You should belong to the Democratic rather than Republican party.,"Some Reps believe torture can be just in ""ticking time-bomb"".",-1,0.00019653429626487195,5.6925000535557047e-05,0.9997465014457703
01039_9#01039_9_1,01039,01039_9,01039_9_1,"Handguns should be banned in Washington, DC.","Since other gun classes have been banned, so too can handguns for reasonable ends.",1,0.00010945697431452572,4.618528691935353e-05,0.9998444318771362
00038_1#00038_1_7,00038,00038_1,00038_1_7,The US should create a public insurance option and hybrid public-private health care system.,Public option jeopardizes passing healthcare reform legislation,-1,0.9348583221435547,0.00017474114429205656,0.06496690958738327
00197_11#00197_11_11,00197,00197_11,00197_11_11,Australia should become a republic rather than continue as a constitutional monarchy.,"Australias history on Britain is irrelevant, Australia has a unique identity.",1,0.004416459705680609,0.00013479084009304643,0.9954487681388855
00197_11#00197_11_4,00197,00197_11,00197_11_4,Australia should become a republic rather than continue as a constitutional monarchy.,"Australians can vote to exit the commonwealth, but have chosen to remain.",-1,0.699613094329834,0.001956797670572996,0.29843011498451233
00321_7#00321_7_5,00321,00321_7,00321_7_5,Human reproductive cloning should be banned and punishments should be leveled against it.,All parents will not try to clone the same kind of individual,-1,0.8701176643371582,0.0004584273265209049,0.12942379713058472
00462_2#00462_2_3,00462,00462_2,00462_2_3,The Association of Southeast Asian Nations should be abandoned.,Allowing Burma to join ASEAN seemed to signal approval of that regimes record on human rights:,1,0.6368641257286072,0.0002287567185703665,0.36290717124938965
00495_2#00495_2_12,00495,00495_2,00495_2_12,Child beauty pageants are tolerable and should not be banned.,Pageants teach that self-worth is in physical beauty only.,-1,0.38633525371551514,0.0003323362907394767,0.6133323907852173
00591_5#00591_5_3,00591,00591_5,00591_5_3,Government should phase out all subsidies for fossil fuel development.,Unsubsidized oil giants need not raise prices; can lower profits.,1,0.9962078332901001,0.00023665539629291743,0.0035555094946175814
01020_1#01020_1_1,01020,01020_1,01020_1_1,VAT on contraceptives should be reduced.,A reduced VAT will have the greatest impact on the most at-risk groups.,1,0.3549480736255646,0.5245734453201294,0.12047849595546722
01020_1#01020_1_8,01020,01020_1,01020_1_8,VAT on contraceptives should be reduced.,Survey of retailors and individuals revealing startling results from a simple reduction of VAT.,1,0.9917156100273132,0.0001432110002497211,0.008141227066516876
01039_13#01039_13_2,01039,01039_13,01039_13_2,"Handguns should be banned in Washington, DC.",Mayor Daley of Los Angeles together with other lawmakers publicly supported the DC handgun ban,1,0.0006061185849830508,0.00024705356918275356,0.9991468191146851
00871_5#00871_5_1,00871,00871_5,00871_5_1,The veto powers of the permanent members of the UN Security Council should be abolished.,The UN SC veto violates democratic principal of sovereign equality,1,0.9919730424880981,0.000636763870716095,0.007390151731669903
00876_1#00876_1_1,00876,00876_1,00876_1_1,The developed world should focus on trade instead of aid for developing world.,"Aid money is often misspent, even when handled honestly.",1,0.7070096731185913,0.0001997763174585998,0.29279059171676636
00916_4#00916_4_1,00916,00916_4,00916_4_1,There should be a ban on television advertisements aimed at children.,Ads cause children to beg for products; harms child-parent relations.,1,0.9986775517463684,3.71542846551165e-05,0.0012853066436946392
00961_6#00961_6_1,00961,00961_6,00961_6_1,UN Annex I aid should be increased for climate change adaptation.,UN impotent to compel/enforce Annex I climate aid agreement.,-1,0.10852040350437164,0.18430715799331665,0.7071724534034729
01009_3#01009_3_2,01009,01009_3,01009_3_2,Arranged marriages should be outlawed.,Arranged marriages in Europe and North America have idiosyncratically low levels of abuse and marital violence.,-1,0.9969794750213623,5.9376146964496e-05,0.002961107762530446
01302_3#01302_3_1,01302,01302_3,01302_3_1,Divorce is acceptable in modern society. Individuals should feel free to seek divorce.,Vows are made only with the best knowledge of the moment.,1,0.8665603399276733,0.0003073286497965455,0.13313232362270355
01292_10#01292_10_3,01292,01292_10,01292_10_3,It is morally acceptable to experiment on animals for human purposes.,The Food and Drug Administration  approves of animal testing in the case of cosmetics,1,0.012920528650283813,0.005024594254791737,0.9820547699928284
01292_14#01292_14_1,01292,01292_14,01292_14_1,It is morally acceptable to experiment on animals for human purposes.,Humans have always eaten/exploited animals; it has evolved into our DNA.,1,0.9987190961837769,0.0002446356520522386,0.0010362142929807305
01292_14#01292_14_6,01292,01292_14,01292_14_6,It is morally acceptable to experiment on animals for human purposes.,"""Dominion"" makes humans stewards; no right to harm/exploit animals",-1,0.00033206018269993365,9.17166325962171e-05,0.9995761513710022
01292_3#01292_3_21,01292,01292_3,01292_3_21,It is morally acceptable to experiment on animals for human purposes.,Animals are important to testing life-saving drugs before they are safe for humans,1,0.0012021024012938142,0.00027152334223501384,0.9985263347625732
01292_5#01292_5_11,01292,01292_5,01292_5_11,It is morally acceptable to experiment on animals for human purposes.,Protecting animals from suffering by humans is a matter of animal welfare not rights.,1,0.0006663115927949548,6.2899875047151e-05,0.9992707371711731
01292_5#01292_5_17,01292,01292_5,01292_5_17,It is morally acceptable to experiment on animals for human purposes.,Animals denied rights for human-unlikeness are experimented on for human-likeness,-1,0.43061167001724243,0.003368295496329665,0.5660200715065002
01292_5#01292_5_8,01292,01292_5,01292_5_8,It is morally acceptable to experiment on animals for human purposes.,"Humans must respect animal rights even if animals can""t reciprocate",-1,0.00012448098277673125,1.3620995559904259e-05,0.9998619556427002
01292_7#01292_7_7,01292,01292_7,01292_7_7,It is morally acceptable to experiment on animals for human purposes.,"Alternatives are not being used when it is not practical, which is wrong.",-1,0.00022573830210603774,2.190863415307831e-05,0.9997523427009583
01292_8#01292_8_15,01292,01292_8,01292_8_15,It is morally acceptable to experiment on animals for human purposes.,Responsibly ending animal testing will not impede medical advancements.,-1,0.00030008709290996194,1.35447862703586e-05,0.9996863603591919
01292_9#01292_9_2,01292,01292_9,01292_9_2,It is morally acceptable to experiment on animals for human purposes.,Humans must give consent before medicines are tested on them - animals never give consent,-1,0.10576672852039337,0.0024476423859596252,0.8917856216430664
01289_2#01289_2_2,01289,01289_2,01289_2_2,Counter-terrorism efforts should include full-body scans at airports.,"Some scanners use software, not eyes, to detect potential weapons.",1,0.011944526806473732,1.8296797861694358e-05,0.9880372285842896
01289_4#01289_4_3,01289,01289_4,01289_4_3,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners are less intrusive than pat-downs,1,0.00132861512247473,4.322271706769243e-05,0.9986281394958496
01239_6#01239_6_12,01239,01239_6,01239_6_12,Electric cars should be a priority in plans to fight global warming.,"Electric cars are uneconomical; can""t impact global warming",-1,0.004545890726149082,3.913192995241843e-05,0.9954149723052979
01198_13#01198_13_1,01198,01198_13,01198_13_1,Laws should be passed to limit gun ownership further.,"When citizens carry concealed weapons, criminals fear the risks of committing crimes and are deterred",1,0.028926169499754906,0.00036540706059895456,0.970708429813385
01084_1#01084_1_10,01084,01084_1,01084_1_10,Bullfighting is acceptable in modernity and should not be banned.,"Bulls"" horns may be shaved, making them very sensitive to pain.",-1,0.0012128050439059734,6.939905870240182e-05,0.9987177848815918
00041_1#00041_1_5,00041,00041_1,00041_1_5,Bullfighting is acceptable in modernity and should not be banned.,"Bulls"" horns may be shaved, making them very sensitive to pain.",-1,0.0012128050439059734,6.939905870240182e-05,0.9987177848815918
00161_1#00161_1_1,00161,00161_1,00161_1_1,Assisted suicide should be legalized.,Euthanasia option can disincentivize sound end-of-life palliative care,-1,0.665357232093811,0.04733522981405258,0.2873075604438782
00161_5#00161_5_9,00161,00161_5,00161_5_9,Assisted suicide should be legalized.,"If Euthanasia is for 6-month terminal patients, why not let them live it out?",-1,0.00013773899991065264,0.0001729289215290919,0.9996893405914307
00369_12#00369_12_10,00369,00369_12,00369_12_10,"The Hijab should be banned in schools, public buildings or society in general.",Head scarves initiate other forms of oppression in school,1,0.08205579966306686,0.0015234035672619939,0.9164208173751831
00369_1#00369_1_4,00369,00369_1,00369_1_4,"The Hijab should be banned in schools, public buildings or society in general.",Banning head scarves upholds equal treatment and opportunity,1,0.007097246125340462,3.7124205846339464e-05,0.9928655624389648
00369_1#00369_1_6,00369,00369_1,00369_1_6,"The Hijab should be banned in schools, public buildings or society in general.",Muslim women opposition to veils is not adequately represented,1,0.9994803071022034,0.00016697948740329593,0.0003527503286022693
00369_2#00369_2_3,00369,00369_2,00369_2_3,"The Hijab should be banned in schools, public buildings or society in general.",Muslim women often wear head scarves to protest racism,-1,0.9639031291007996,0.0006254048785194755,0.03547138348221779
00369_2#00369_2_4,00369,00369_2,00369_2_4,"The Hijab should be banned in schools, public buildings or society in general.",Banning the veil distracts from more pressing discrimination issues,-1,0.0029254888650029898,6.947078509256244e-05,0.9970049262046814
00369_2#00369_2_8,00369,00369_2,00369_2_8,"The Hijab should be banned in schools, public buildings or society in general.",Tolerance of head scarves exercises emotional compassion and peace,-1,0.9936413168907166,0.00012832529318984598,0.0062304274179041386
00369_4#00369_4_7,00369,00369_4,00369_4_7,"The Hijab should be banned in schools, public buildings or society in general.",Muslim head-coverings help keep women safe.,-1,0.9967465400695801,0.0007932364824227989,0.0024602352641522884
00369_8#00369_8_1,00369,00369_8,00369_8_1,"The Hijab should be banned in schools, public buildings or society in general.",Head scarves are symbols of Muslim militancy,1,0.1585427224636078,0.000840839697048068,0.8406164050102234
00393_13#00393_13_4,00393,00393_13,00393_13_4,Humans should stop eating animals and become vegetarians.,Meat-eating is linked to a range of serious illness such as food-poisoning.,1,0.6815261244773865,0.2163698375225067,0.10210403054952621
00393_6#00393_6_18,00393,00393_6,00393_6_18,Humans should stop eating animals and become vegetarians.,"Animals can""t uphold human rights; we are not obligated to uphold theirs",-1,0.0010481197386980057,0.0001209512265631929,0.9988308548927307
00469_11#00469_11_6,00469,00469_11,00469_11_6,Wind energy should be a major component of plans to fight global warming.,Wind power could free up natural gas to replace oil in cars.,1,0.8332668542861938,0.0001940613437909633,0.16653907299041748
00469_1#00469_1_10,00469,00469_1,00469_1_10,Wind energy should be a major component of plans to fight global warming.,"Wind is an inexhaustible, renewable energy resource.",1,0.001666199997998774,0.00024215616576839238,0.9980916380882263
00469_1#00469_1_5,00469,00469_1,00469_1_5,Wind energy should be a major component of plans to fight global warming.,Wind energy is new and is advancing rapidly in its competitiveness.,1,0.3414612114429474,0.00010285244934493676,0.6584359407424927
00539_3#00539_3_3,00539,00539_3,00539_3_3,Governments should prioritize spending on the exploration of space.,Going into space to discover the effects of space on humans is circular logic.,-1,0.982577383518219,0.0002630664093885571,0.017159583047032356
00581_2#00581_2_7,00581,00581_2,00581_2_7,NGVs should be prioritized in plans to fight global warming. They are good.,"Natural gas vehicles reduce emissions, fight global warming",1,0.9607835412025452,0.00026285642525181174,0.03895360231399536
00581_2#00581_2_9,00581,00581_2,00581_2_9,NGVs should be prioritized in plans to fight global warming. They are good.,Natural gas is the cleanest transportation fuel available,1,0.8476636409759521,0.015644904226064682,0.13669149577617645
00581_4#00581_4_6,00581,00581_4,00581_4_6,NGVs should be prioritized in plans to fight global warming. They are good.,Natural gas utilities have a long record of safety,1,0.0005692649283446372,4.278437336324714e-05,0.9993879795074463
00581_4#00581_4_8,00581,00581_4,00581_4_8,NGVs should be prioritized in plans to fight global warming. They are good.,Natural gas leaks are a fire and explosion risk,-1,0.5906497240066528,0.054473914206027985,0.354876309633255
00581_8#00581_8_8,00581,00581_8,00581_8_8,NGVs should be prioritized in plans to fight global warming. They are good.,Natural gas vehicles are not yet commercially viable.,-1,0.456597238779068,0.001548927859403193,0.5418538451194763
00636_6#00636_6_12,00636,00636_6,00636_6_12,Electric cars should be a priority in plans to fight global warming.,"Electric cars are uneconomical; can""t impact global warming",-1,0.004545890726149082,3.913192995241843e-05,0.9954149723052979
00040_1#00040_1_13,00040,00040_1,00040_1_13,Muslim burqa and niqab should be banned.,"""Gods law"" on burqa cannot override secular human rights",1,0.006308943033218384,0.005838192068040371,0.9878528118133545
00040_1#00040_1_17,00040,00040_1,00040_1_17,Muslim burqa and niqab should be banned.,"Women should be able to wear what they want, including burqa",-1,0.0037208269350230694,0.0032776016741991043,0.9930015802383423
00040_1#00040_1_6,00040,00040_1,00040_1_6,Muslim burqa and niqab should be banned.,"Limits can be imposed on burqa when necessary, but not ban",-1,0.0006435856921598315,0.0006257944041863084,0.9987305998802185
00040_1#00040_1_7,00040,00040_1,00040_1_7,Muslim burqa and niqab should be banned.,General statements in favor of ban on burqa and niqab,1,0.9991349577903748,4.607405935530551e-05,0.0008190065273083746
00040_1#00040_1_9,00040,00040_1,00040_1_9,Muslim burqa and niqab should be banned.,Burqa ban violates rights of women to their own body.,-1,0.73597651720047,0.23864832520484924,0.025375157594680786
00184_3#00184_3_1,00184,00184_3,00184_3_1,Catholic priests still should be required to take a vow of celibacy.,Celibate priests avoid being torn between God and family,-1,0.10347766429185867,0.0001475949538871646,0.8963748216629028
00280_3#00280_3_1,00280,00280_3,00280_3_1,Men found guilty of sex crimes should be chemically castrated.,"Any attempt to ""help"" offender may be soft on him.",-1,0.0001109720251406543,2.233107079518959e-05,0.9998667240142822
00322_13#00322_13_7,00322,00322_13,00322_13_7,The American War on Drugs is succeeding and it should not be abandoned.,The state is justified in protecting society from drug-users.,1,0.00020754379511345178,1.6481559214298613e-05,0.9997760653495789
00637_3#00637_3_3,00637,00637_3,00637_3_3,Public schools should have condom distribution programs.,Putting a condom machine in a school does not mean that all students are encouraged to have sex,1,0.004985590931028128,2.5855444619082846e-05,0.9949885010719299
00838_6#00838_6_3,00838,00838_6,00838_6_3,There should be an outright ban on the smacking or spanking of children.,Children deserve rights but smacking can be justified.,-1,0.0001742225285852328,2.791715996863786e-05,0.9997978806495667
00883_5#00883_5_3,00883,00883_5,00883_5_3,Puerto Rico should move for US statehood. The US should accept it.,Puerto Rico would outrank 26 states in size/representation.,-1,0.00964505597949028,2.9581200578832068e-05,0.9903253316879272
00942_5#00942_5_4,00942,00942_5,00942_5_4,Geothermal energy should be a major part of plans to combat global warming.,The environmental benefits of geothermal outweigh the costs,1,0.00013601152750197798,2.4221979401772842e-05,0.9998397827148438
01021_6#01021_6_1,01021,01021_6,01021_6_1,The military should be allowed to recruit in public schools.,Military does not equate educationally disadvantaged students necessarily as good soldiers.,-1,0.0007368980441242456,9.659217539592646e-06,0.9992534518241882
00038_2#00038_2_9,00038,00038_2,00038_2_9,The US should create a public insurance option and hybrid public-private health care system.,Public insurance would not kill the private insurance industry,1,0.0004217708483338356,4.904935121885501e-05,0.9995291233062744
00082_3#00082_3_3,00082,00082_3,00082_3_3,Corps. do have a right to free speech and to spend w/o limit in elections.,Corporate spending breaks media power in elections,1,0.00047974413610063493,8.081295527517796e-05,0.9994394183158875
00328_7#00328_7_15,00328,00328_7,00328_7_15,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Wildlife refuges typically allow for limited drilling projects.,1,0.993316650390625,0.00012057153799105436,0.006562764290720224
00328_7#00328_7_8,00328,00328_7,00328_7_8,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Drilling would only be done in the winter months.,1,0.0017839608481153846,5.840642188559286e-05,0.9981575608253479
00572_2#00572_2_5,00572,00572_2,00572_2_5,The US-Indian nuclear deal was justified. It should move forward.,The US and India have a history of peaceful nuclear relations.,1,0.0032498810905963182,9.62531066761585e-06,0.9967405200004578
00572_5#00572_5_2,00572,00572_5,00572_5_2,The US-Indian nuclear deal was justified. It should move forward.,A US-India nuclear deal will gut the NPT.,-1,0.0002739068295340985,8.313863872899674e-06,0.9997177720069885
00588_2#00588_2_1,00588,00588_2,00588_2_1,"9/11 suspects should be tried in NY courts, as ordered by US AG Eric Holder.",US courts have successfully tried many terrorists,1,0.0002902771229855716,3.126593946944922e-05,0.9996784925460815
00737_9#00737_9_4,00737,00737_9,00737_9_4,The US should adopt a different method of electing its President.,Rarely has the loser of the US popular vote won the electoral college,-1,0.09720301628112793,0.0007197217200882733,0.9020771980285645
00737_9#00737_9_7,00737,00737_9,00737_9_7,The US should adopt a different method of electing its President.,Electors are not obligated to vote according to public will.,1,0.23330950736999512,0.0011805176036432385,0.7655100226402283
00809_7#00809_7_3,00809,00809_7,00809_7_3,Government should phase out all subsidies for fossil fuel development.,"If no cap-and-trade, ending fossil fuels is close second.",1,0.0425838977098465,0.00012918141146656126,0.9572869539260864
00082_5#00082_5_5,00082,00082_5,00082_5_5,Corps. do have a right to free speech and to spend w/o limit in elections.,Corporate spending in elections increases attack ads,-1,0.0004606883449014276,0.00015324290143325925,0.9993860721588135
00321_8#00321_8_3,00321,00321_8,00321_8_3,Human reproductive cloning should be banned and punishments should be leveled against it.,Deformed clones would still be happy to be alive,-1,0.9647917747497559,0.00012791277549695224,0.03508028760552406
00363_1#00363_1_4,00363,00363_1,00363_1_4,Limits should exist on the number of terms elected officials can serve.,Corruption is actually more likely to occur in a system with term limits,-1,6.155711889732629e-05,3.569846012396738e-05,0.9999028444290161
01108_8#01108_8_6,01108,01108_8,01108_8_6,Plans to fight global warming should prioritize solar energy.,"Sunlight is relatively weak energy source because rays are ""diluted"".",-1,0.7365228533744812,0.12424498051404953,0.13923212885856628
01159_11#01159_11_2,01159,01159_11,01159_11_2,Wind energy should be a major component of plans to fight global warming.,Abundant wind energy can displace fossil fuels and slash emissions,1,0.9676978588104248,0.0002640762832015753,0.03203810751438141
01159_11#01159_11_3,01159,01159_11,01159_11_3,Wind energy should be a major component of plans to fight global warming.,Inconsistent wind energy has to be backed-up by fossil fuels,-1,0.6980242133140564,0.0008260898175649345,0.3011496663093567
01159_11#01159_11_4,01159,01159_11,01159_11_4,Wind energy should be a major component of plans to fight global warming.,Wind energy is a cost-ineffective way to fight global warming,-1,0.00019751953368540853,0.0018245677929371595,0.9979779124259949
01159_11#01159_11_5,01159,01159_11,01159_11_5,Wind energy should be a major component of plans to fight global warming.,"Wind turbines are a beautiful symbol of ""green"" consciousness.",1,0.0008732362766750157,7.99834233475849e-05,0.9990467429161072
01159_11#01159_11_7,01159,01159_11,01159_11_7,Wind energy should be a major component of plans to fight global warming.,Clean sources can back-up wind energy down-times.,1,0.031977489590644836,0.0002887372684199363,0.9677336812019348
00038_7#00038_7_1,00038,00038_7,00038_7_1,The US should create a public insurance option and hybrid public-private health care system.,Public insurance saves many businesses cost of health insurance,1,0.23153051733970642,0.05343613028526306,0.7150333523750305
00321_8#00321_8_5,00321,00321_8,00321_8_5,Human reproductive cloning should be banned and punishments should be leveled against it.,Scientists want to create a race of clones to experiment on,1,0.995114803314209,6.76502168062143e-05,0.004817534238100052
00321_8#00321_8_7,00321,00321_8,00321_8_7,Human reproductive cloning should be banned and punishments should be leveled against it.,Human cloning produces sub-humans without ordinary souls.,1,0.9990084767341614,0.00030991737730801105,0.0006817255634814501
00387_8#00387_8_5,00387,00387_8,00387_8_5,Hydrogen vehicles should be a major part of strategies to fight global warming.,Electricity for hydrogen production can be made 100% 0-emission,1,0.9012638330459595,0.00023128946486394852,0.09850485622882843
00387_8#00387_8_8,00387,00387_8,00387_8_8,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen produced from coal-electricity is still cleaner than gasoline.,1,0.8935003876686096,0.0002940375416073948,0.10620550811290741
00387_8#00387_8_9,00387,00387_8,00387_8_9,Hydrogen vehicles should be a major part of strategies to fight global warming.,"0-emission hydrogen cars can slash emissions, fight global warming",1,0.10651371628046036,0.0001614875509403646,0.8933248519897461
00504_2#00504_2_4,00504,00504_2,00504_2_4,We should Impose a lifetime ban on sports people caught using drugs.,Athletes should get a second chance after first conviction for drug use.,-1,0.00042047936585731804,1.9117191186523996e-05,0.9995604157447815
00591_7#00591_7_7,00591,00591_7,00591_7_7,Government should phase out all subsidies for fossil fuel development.,"If no cap-and-trade, ending fossil fuels is close second.",1,0.0425838977098465,0.00012918141146656126,0.9572869539260864
00726_6#00726_6_13,00726,00726_6,00726_6_13,The US government should fund embryonic stem cell research.,"Wolfgang Lillge ""The Case for Adult Stem Cell Research"" (2001)",-1,0.9996230602264404,8.242278272518888e-05,0.0002944169973488897
00895_5#00895_5_2,00895,00895_5,00895_5_2,Schools do have the right to search students lockers.,"Lockers are school property and, therefore, subject to any school searches:",1,0.0007415881264023483,4.3417225242592394e-05,0.9992150068283081
00895_5#00895_5_3,00895,00895_5,00895_5_3,Schools do have the right to search students lockers.,Schools are responsible for student activities so must be able to search lockers.,1,0.007623520214110613,0.00025417565484531224,0.992122232913971
01168_4#01168_4_2,01168,01168_4,01168_4_2,All public transport should be free and paid for by the state.,A lot of public transport companies are reliable and need more customers.,1,0.26725292205810547,0.005569948814809322,0.7271771430969238
01183_4#01183_4_1,01183,01183_4,01183_4_1,The US government should bailout US automakers (even with a low-interest loan).,Auto companies key to US energy security,1,0.9965435862541199,0.00010298807319486514,0.0033534280955791473
01273_2#01273_2_1,01273,01273_2,01273_2_1,Delegates from Florida and Michigan should be alloted in the 2008 US elections.,Florida voters were sufficiently informed despite not being campaigned to.,1,0.9953073859214783,2.033031705650501e-05,0.004672293551266193
00197_10#00197_10_2,00197,00197_10,00197_10_2,Australia should become a republic rather than continue as a constitutional monarchy.,The Australian monarchy is not necessary for national security post Cold War.,1,0.0037738042883574963,0.0007725987816229463,0.9954534769058228
00197_10#00197_10_3,00197,00197_10,00197_10_3,Australia should become a republic rather than continue as a constitutional monarchy.,Arguing that republicanism is divisive is a status quo argument,1,0.0011464313138276339,0.00023093741037882864,0.9986226558685303
00201_1#00201_1_10,00201,00201_1,00201_1_10,Everyone should have to carry a national identity card.,Most national ID schemes do not take into account legitimate reasons for concealing identity.,-1,0.9605112671852112,8.014785271370783e-05,0.03940853476524353
00243_3#00243_3_2,00243,00243_3,00243_3_2,The international community should interfere in domestic affairs at times of humanitarian crises.,Abuse of humanitarian intervention does not disqualify it.,1,0.012876766733825207,0.00022105546668171883,0.986902117729187
00402_29#00402_29_14,00402,00402_29,00402_29_14,You should belong to the Democratic rather than Republican party.,"Reps believe govt should only do things citizens/comps can""t",-1,0.00011872709001181647,8.445476123597473e-05,0.9997968077659607
00402_29#00402_29_6,00402,00402_29,00402_29_6,You should belong to the Democratic rather than Republican party.,"Govt of, by, for the people is still a burden on people.",-1,0.0002827795105986297,0.00039793012547306716,0.999319314956665
00572_6#00572_6_5,00572,00572_6,00572_6_5,The US-Indian nuclear deal was justified. It should move forward.,Giving India nuclear aid could spark a harmful rivalry with China.,-1,0.1313558667898178,4.089560025022365e-05,0.8686032295227051
01236_5#01236_5_1,01236,01236_5,01236_5_1,Birthright citizenship should be granted to children of illegal immigrants.,"Undocumented come to US for opportunities, not for birthright citizenship",1,0.6446271538734436,0.0007588246953673661,0.3546139895915985
00040_9#00040_9_1,00040,00040_9,00040_9_1,Muslim burqa and niqab should be banned.,Ban on Burqa is supported by a small minority in America.,-1,0.010244004428386688,0.0002214975538663566,0.9895344376564026
00680_6#00680_6_3,00680,00680_6,00680_6_3,Nato should continue to expand into East Europe and possible beyond.,It ought to be accepted that the NATO alliance is already diluted.,1,0.0018044408643618226,2.181733179895673e-05,0.9981738328933716
00722_2#00722_2_3,00722,00722_2,00722_2_3,"""Champagne"" wine production should be reserved solely to the French region of Champagne.",Reserving Champagne name for French producers helps protect consumers,1,0.0006531353574246168,9.067216160474345e-05,0.9992561936378479
00800_7#00800_7_3,00800,00800_7,00800_7_3,The US federal government should increase the minimum wage.,Claim that higher minimum wages for Americans will cause employers to look for foreign labor sources,-1,0.9998898506164551,2.4647064492455684e-05,8.5451640188694e-05
00800_7#00800_7_47,00800,00800_7,00800_7_47,The US federal government should increase the minimum wage.,"Center for American Progress ""Raise the Minimum Wage Progress Report"" (no date)",1,0.9987024068832397,5.5977419833652675e-05,0.0012415829114615917
00872_4#00872_4_1,00872,00872_4,00872_4_1,It is fair to issue parking fines to people who park their car longer than the allocated time.,People are aware of the laws.,-1,0.9997692704200745,5.5694214097457007e-05,0.00017512141494080424
00872_4#00872_4_2,00872,00872_4,00872_4_2,It is fair to issue parking fines to people who park their car longer than the allocated time.,Parking fines originated to raise revenue.,1,0.9942135214805603,0.00017551830387674272,0.005610940512269735
01100_6#01100_6_1,01100,01100_6,01100_6_1,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Providing drivers licenses to illegal immigrants will not make US roads safer,-1,0.0025280837435275316,0.0001661454443819821,0.9973058700561523
01100_6#01100_6_3,01100,01100_6,01100_6_3,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Access to drivers licenses will not lead illegal aliens to obtain insurance,-1,0.00020013158791698515,5.1266113587189466e-05,0.9997486472129822
01100_6#01100_6_4,01100,01100_6,01100_6_4,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Deporting illegal immigrants will make roads safe from them.,-1,0.002208136487752199,6.287977885222062e-05,0.9977290034294128
00018_6#00018_6_5,00018,00018_6,00018_6_5,The EU should have a president elected directly by the people.,Being a part of the process is an important requirement in any democracy.,1,0.0006015881081111729,3.8128877349663526e-05,0.9993602633476257
00038_8#00038_8_2,00038,00038_8,00038_8_2,The US should create a public insurance option and hybrid public-private health care system.,Universal care better achieved with mandates than public option,-1,0.3173563480377197,0.0031276997178792953,0.6795160174369812
00051_1#00051_1_2,00051,00051_1,00051_1_2,"We should have regular ""Earth Hours"" and they should become compulsory.",Of course it does - everyone is turning off their lights!,1,0.0009430149220861495,0.0007889929693192244,0.9982680082321167
00062_6#00062_6_7,00062,00062_6,00062_6_7,Countries should change their official currency to the U.S. dollar.,It is too difficult for countries to de-dollarize.,-1,0.13304972648620605,0.8654796481132507,0.0014706369256600738
00082_8#00082_8_11,00082,00082_8,00082_8_11,Corps. do have a right to free speech and to spend w/o limit in elections.,Shareholders will limit corp spending on elections,1,6.75333067192696e-05,1.9839366359519772e-05,0.9999126195907593
00082_8#00082_8_14,00082,00082_8,00082_8_14,Corps. do have a right to free speech and to spend w/o limit in elections.,Unlimited corporate spending in elections threatens democracy,-1,0.0002163104509236291,4.388637171359733e-05,0.9997398257255554
00082_8#00082_8_18,00082,00082_8,00082_8_18,Corps. do have a right to free speech and to spend w/o limit in elections.,Corporate spending used to fight election regulations,-1,0.0013879992766305804,4.9849095375975594e-05,0.9985621571540833
00082_8#00082_8_3,00082,00082_8,00082_8_3,Corps. do have a right to free speech and to spend w/o limit in elections.,Corporate free speech helps check government power,1,0.00032490782905369997,6.202500662766397e-05,0.9996129870414734
00082_8#00082_8_9,00082,00082_8,00082_8_9,Corps. do have a right to free speech and to spend w/o limit in elections.,Corp election spending limited by transparency laws,1,0.0006519859307445586,2.3134800358093344e-05,0.9993249177932739
